Gridcode,Andrena_carlini,Andrena_miserabilis,Andrena_violae,Osmia_atriventris,Osmia_bucephala,Osmia_lignaria,Osmia_pumila
100815,1,1,0,0,1,0,1
100816,1,1,0,1,1,0,1
100817,1,1,0,0,1,0,0
100818,1,1,1,1,1,0,0
100819,1,0,0,1,0,0,1
100820,0,1,0,1,0,0,0
100821,0,1,0,1,0,0,1
100822,1,1,0,1,0,0,1
100823,0,0,0,0,0,0,0
100824,0,0,0,0,0,0,0
100825,0,0,0,0,0,0,0
100826,0,0,0,0,0,0,1
100827,0,0,0,0,0,0,0
100828,0,0,0,0,0,0,0
100829,0,0,0,0,0,0,0
100830,0,0,0,0,0,0,0
100831,0,0,0,0,0,0,0
100832,0,0,0,0,0,0,0
100833,0,0,0,0,1,0,0
100834,0,0,0,0,0,0,0
100835,0,0,0,0,0,0,0
100836,0,0,0,0,0,0,0
100837,0,0,0,0,0,0,0
100838,0,0,0,0,0,0,0
100839,1,0,0,0,0,0,0
100840,1,0,0,1,1,0,1
100841,0,0,0,0,1,0,0
100842,1,1,1,1,1,0,1
100843,1,1,0,1,1,1,1
100844,1,1,0,0,1,0,1
100845,1,1,1,1,1,0,1
100846,1,1,1,1,1,0,1
100847,1,1,0,1,0,0,0
100848,1,1,0,0,0,0,1
100849,0,0,0,0,0,0,0
100850,0,0,0,0,0,0,0
100851,0,0,0,0,0,0,0
100852,0,0,0,0,0,0,0
100853,0,0,0,0,0,0,0
100854,0,0,0,0,0,0,0
100855,0,0,0,0,0,0,0
100856,0,0,0,0,0,0,0
100857,0,0,0,0,0,0,1
100858,1,0,0,0,1,0,1
100859,1,0,0,1,1,0,1
100860,0,0,0,0,0,0,0
100861,0,0,0,0,0,0,0
100862,0,0,0,0,0,0,0
100863,0,0,0,0,0,0,0
100864,0,0,0,0,0,0,0
100865,0,0,0,0,0,0,0
100866,0,0,0,0,0,1,0
100867,1,1,0,1,0,0,1
100868,1,1,0,0,0,0,1
100869,1,1,0,1,1,1,1
100870,1,1,1,1,1,1,1
100871,1,0,0,0,0,0,0
100872,1,1,0,1,1,0,0
100873,1,1,1,1,1,1,1
100874,1,1,0,1,1,1,1
100875,0,0,0,0,0,0,0
100876,0,0,0,0,0,0,0
100877,0,0,0,0,0,0,0
100878,0,0,0,0,0,0,0
100879,0,0,0,0,0,0,0
100880,0,0,0,0,0,0,0
100881,0,0,0,0,1,1,0
100882,1,1,0,1,1,1,1
100883,1,1,0,1,1,1,1
100884,0,0,0,0,0,0,0
100885,1,0,0,0,0,1,0
100886,0,0,0,0,0,0,0
100887,0,0,0,0,0,0,0
100888,0,0,0,0,0,0,0
100889,1,0,0,1,1,0,1
100890,0,1,0,0,0,1,1
100891,0,0,0,1,0,0,0
100892,1,1,0,1,1,0,1
100893,1,1,0,1,1,0,1
100894,1,1,1,1,1,1,1
100895,1,0,0,0,0,0,0
100896,1,1,0,1,1,1,1
100897,1,1,0,1,1,1,1
100898,1,1,0,0,1,1,0
100899,0,0,0,0,0,0,0
100900,0,0,0,0,0,0,0
100901,0,0,0,0,0,0,0
100902,0,0,0,0,0,1,0
100903,0,0,0,0,0,0,0
100904,1,1,0,1,0,0,0
100905,1,1,0,0,0,0,0
100906,1,0,0,0,1,0,0
100907,0,0,0,0,0,0,0
100908,0,0,0,0,0,0,0
100909,0,0,0,0,0,0,0
100910,0,0,0,0,0,0,0
100911,0,0,0,0,0,0,0
100912,0,0,0,0,0,0,1
100913,1,1,0,1,1,0,1
100914,0,1,0,0,0,0,0
100915,1,1,0,1,1,0,1
100916,1,0,0,1,1,1,1
100917,1,1,1,1,1,1,1
100918,1,1,0,1,0,0,1
100919,1,1,1,1,1,1,1
100920,1,1,0,1,1,0,0
100921,1,1,0,1,1,1,1
100922,0,1,0,0,0,0,0
100923,0,0,0,0,0,0,0
100924,0,0,0,0,0,0,0
100925,0,0,0,0,0,0,0
100926,0,0,0,0,1,1,0
100927,0,0,0,0,0,0,0
100928,0,0,0,1,1,0,0
100929,0,0,0,0,1,1,0
100930,0,1,0,0,0,0,0
100931,0,0,0,0,0,0,0
100932,0,0,0,0,0,0,0
100933,0,0,0,0,0,0,0
100934,0,0,0,0,0,0,0
100935,0,0,0,0,0,0,0
100936,0,0,0,0,0,0,0
100937,0,0,0,0,0,0,0
100938,1,0,0,1,1,0,0
100939,0,0,0,1,0,0,0
100940,1,1,0,1,1,0,1
100941,1,0,0,0,1,0,0
100942,1,1,0,1,0,0,0
100943,0,1,0,0,0,0,0
100944,1,1,1,1,1,1,1
100945,0,0,0,0,0,0,0
100946,0,0,0,0,0,0,0
100947,0,0,0,0,0,0,0
100948,0,1,0,0,0,0,0
100949,0,0,0,0,1,0,0
100950,0,0,0,0,0,0,0
100951,0,0,0,0,0,0,0
100952,0,0,0,0,0,0,0
100953,0,0,0,0,0,0,0
100954,0,0,0,0,0,0,0
100955,0,0,0,0,0,0,0
100956,0,0,0,0,0,0,0
100957,0,0,0,0,0,0,0
100958,0,0,0,0,0,0,0
100959,0,0,0,0,0,0,0
100960,1,1,0,1,1,1,1
100961,1,0,0,0,0,0,0
100962,1,1,0,1,1,1,1
100963,0,0,0,0,1,0,0
100964,1,1,0,1,1,0,1
100965,0,1,0,0,1,1,0
100966,1,1,1,1,1,1,1
100967,1,1,0,1,0,0,1
100968,0,1,0,0,0,0,0
100969,0,0,0,0,0,0,0
100970,0,0,0,0,0,0,0
100971,0,0,0,0,0,0,0
100972,0,0,0,0,0,0,0
100973,0,0,0,0,0,0,0
100974,0,0,0,0,0,0,0
100975,0,0,0,0,0,0,0
100976,1,0,0,1,1,0,1
100977,1,1,0,1,1,1,1
100978,0,0,0,0,1,0,1
100979,1,1,0,1,1,1,1
100980,0,0,0,0,0,0,0
100981,1,0,0,0,0,0,0
100982,1,0,0,0,0,0,0
100983,0,0,0,0,0,0,0
100984,1,0,0,1,0,0,1
100985,0,0,0,0,0,0,0
100986,0,0,0,0,0,0,0
100987,0,0,0,0,0,0,0
100988,0,0,0,0,0,0,0
100989,0,0,0,0,0,0,0
100990,1,1,0,1,0,1,1
100991,0,0,0,0,1,0,0
100992,1,0,0,0,1,0,1
100993,1,0,0,1,0,0,0
100994,0,0,0,0,1,0,0
100995,1,1,1,1,1,1,1
100996,0,0,0,0,1,0,1
100997,0,1,0,1,0,1,0
100998,1,0,0,1,0,1,1
100999,1,0,0,0,1,0,1
101000,0,0,0,0,0,0,0
101001,0,0,0,0,0,1,0
101002,1,0,0,0,0,0,0
101003,0,1,0,0,0,0,0
101004,0,0,0,0,0,0,0
101005,0,0,0,0,0,0,0
101006,0,0,0,1,0,0,1
101007,0,0,0,0,0,0,0
101008,1,1,0,1,0,0,0
101009,0,0,0,1,1,0,1
101010,1,1,0,1,1,1,1
101011,1,1,0,1,1,1,1
101012,1,1,0,1,1,1,0
101013,1,1,0,1,1,1,1
101014,0,0,0,1,1,1,1
101015,1,0,0,1,1,1,1
101016,1,1,0,1,1,0,1
101017,0,0,0,0,0,1,0
101018,0,0,0,0,0,0,0
101019,0,0,0,0,0,0,0
101020,0,0,0,0,0,0,0
101021,1,0,0,1,1,0,1
101022,1,0,0,1,0,0,0
101023,0,0,0,0,0,0,0
101024,0,0,0,0,0,0,0
101025,0,0,0,0,0,0,0
101026,0,0,0,0,0,0,0
101027,1,1,0,1,0,0,1
101028,1,1,0,1,1,1,0
101029,1,1,0,0,0,0,0
101030,1,1,0,1,1,1,1
101031,1,1,0,1,1,1,1
101032,1,1,0,1,1,1,1
101033,1,1,0,1,1,1,1
101034,1,1,0,0,0,0,0
101035,1,0,0,1,1,1,1
101036,1,1,0,1,1,1,1
101037,0,0,0,0,0,0,0
101038,1,0,0,0,0,1,0
101039,0,0,0,0,0,0,0
101040,0,0,0,0,1,1,0
101041,0,0,0,0,0,0,0
101042,1,1,0,1,1,0,0
101043,0,0,0,1,1,1,0
101044,1,1,0,1,1,0,1
101045,0,0,0,0,0,0,0
101046,0,0,0,0,0,0,0
101047,1,0,0,1,0,0,1
101048,0,0,0,0,0,0,0
101049,0,0,0,0,0,0,0
101050,0,0,0,0,0,0,0
101051,1,1,0,1,1,1,1
101052,1,1,0,1,1,1,1
101053,1,0,0,1,1,0,1
101054,1,0,0,1,1,0,0
101055,0,0,0,1,1,0,1
101056,1,0,0,1,1,1,0
101057,0,1,0,1,1,0,1
101058,1,0,0,0,0,0,0
101059,0,0,0,0,0,0,0
101060,0,0,0,0,0,0,0
101061,0,0,0,0,1,0,0
101062,0,0,0,0,1,0,0
101063,0,0,0,1,1,0,1
101064,1,0,0,0,1,0,0
101065,0,1,0,0,0,0,0
101066,1,0,0,0,1,0,0
101067,1,0,0,1,0,0,1
101068,0,0,0,0,0,0,0
101069,0,0,0,0,0,0,0
101070,0,0,0,0,0,0,0
101071,0,0,0,0,0,0,0
101072,0,0,0,0,0,0,0
101073,1,0,0,1,1,1,0
101074,1,1,0,1,1,0,1
101075,1,1,0,0,1,0,0
101076,1,0,0,1,1,1,1
101077,0,0,0,0,1,0,0
101078,1,1,0,1,1,0,1
101079,0,0,0,0,0,0,0
101080,0,0,0,0,0,0,0
101081,0,0,0,0,0,0,0
101082,0,0,0,0,0,1,0
101083,0,0,0,0,0,0,0
101084,0,0,0,0,0,0,0
101085,0,0,0,0,0,0,0
101086,1,1,0,0,1,1,1
101087,1,0,0,0,1,0,0
101088,0,1,0,0,0,0,1
101089,0,0,0,0,0,0,0
101090,0,0,0,1,0,0,1
101091,0,0,0,1,0,0,0
101092,0,0,0,0,0,0,0
101093,0,0,0,0,0,0,0
101094,0,0,0,0,0,0,0
101095,0,0,0,0,0,0,0
101096,0,0,0,0,0,0,0
101097,1,0,0,0,0,1,1
101098,1,1,0,0,0,0,0
101099,1,0,0,0,0,0,0
101100,0,0,0,0,0,0,0
101101,0,0,0,0,0,0,0
101102,1,1,0,1,1,0,1
101103,0,0,0,1,0,0,0
101104,0,0,0,0,0,0,0
101105,0,0,0,0,0,0,0
101106,0,0,0,0,0,0,0
101107,0,0,0,0,0,0,0
101108,0,0,0,0,0,0,0
101109,0,0,0,0,0,0,0
101110,0,1,0,1,0,0,0
101111,0,0,0,0,0,0,0
101112,0,0,0,0,0,0,0
101113,0,1,0,0,0,0,0
101114,0,0,0,0,0,1,0
101115,0,0,0,0,0,0,0
101116,0,0,0,0,0,0,0
101117,0,0,0,0,0,0,0
101118,0,0,0,0,0,0,0
101119,0,0,0,0,0,0,0
101120,0,0,0,0,0,0,0
101121,0,0,0,0,0,0,0
101122,0,0,0,0,0,0,0
101123,0,0,0,0,0,0,0
101124,0,0,0,1,0,0,0
101125,0,0,0,1,0,0,0
101126,0,0,0,0,0,0,0
101127,0,0,0,0,0,0,0
101128,0,0,0,0,0,0,0
101129,0,0,0,0,0,0,0
101130,0,0,0,0,0,0,0
101131,0,0,0,0,0,0,0
101132,0,0,0,0,0,0,0
101133,0,0,0,0,0,0,0
101134,0,0,0,0,0,0,0
101135,0,0,0,0,0,0,0
101136,0,0,0,0,0,0,0
101137,0,0,0,0,0,0,0
101138,0,0,0,0,0,0,0
101139,0,0,0,0,0,0,0
101140,0,0,0,0,0,0,0
101141,0,0,0,0,0,0,0
101142,0,0,0,0,0,0,0
101143,0,0,0,0,0,0,0
101144,0,0,0,0,0,0,0
101145,0,0,0,0,0,0,0
101146,0,0,0,0,0,0,0
101147,0,0,0,0,0,0,0
101148,0,0,0,0,0,0,0
101149,0,0,0,0,0,0,0
101150,0,0,0,0,0,0,0
101151,0,0,0,0,0,0,0
101152,0,0,0,0,0,0,0
101153,0,0,0,0,0,0,0
101154,0,0,0,0,0,0,0
101155,0,0,0,0,0,0,0
101156,0,0,0,0,0,0,0
101157,0,0,0,0,0,0,0
101158,0,0,0,0,0,0,0
