Coreid,Record_basis,Order,Family,Genus,Species,type,year,month,Day,State,longitude,latitude,altitude,presence,mean.spring.temp,mean.winter.temp,mean.temp,precip.spring,precip.total,temp.var,precip.var,Domain,Bio,Climate_zone,date,julian,mean.T,mean.P,T_anm,P_anm,Region,BIO4,BIO7,BIO10,BIO11,BIO15,BIO16,BIO17,Probability
64763608,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2011,5,9,Connecticut,-71.874,41.561,79,1,9.287,2.154,10.705,319.598,1590.082,9.217,41.157,Northeast,Cold,Cold,2011/5/9,129,9.746,1175.162,0.959,1.353,medium,9.217,27.433,21.242,-0.998,41.157,623.194,255.46,0.46139
64763612,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,5,15,Connecticut,-71.877,41.563,65,1,11.297,0.229,11.578,235.078,1102.97,8.025,53.423,Northeast,Cold,Cold,2012/5/15,136,9.663,1169.603,1.915,0.943,medium,8.025,22.715,21.443,1.853,53.423,448.863,82.428,0.46139
64763614,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,4,17,Connecticut,-71.877,41.563,65,1,11.297,0.229,11.578,235.078,1102.97,8.025,53.423,Northeast,Cold,Cold,2012/4/17,108,9.663,1169.603,1.915,0.943,medium,8.025,22.715,21.443,1.853,53.423,448.863,82.428,0.46139
64763615,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,5,29,Connecticut,-71.877,41.563,65,1,11.297,0.229,11.578,235.078,1102.97,8.025,53.423,Northeast,Cold,Cold,2012/5/29,150,9.663,1169.603,1.915,0.943,medium,8.025,22.715,21.443,1.853,53.423,448.863,82.428,0.46139
64763621,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2011,4,25,Connecticut,-71.874,41.561,79,1,9.287,2.154,10.705,319.598,1590.082,9.217,41.157,Northeast,Cold,Cold,2011/4/25,115,9.746,1175.162,0.959,1.353,medium,9.217,27.433,21.242,-0.998,41.157,623.194,255.46,0.46139
64763628,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,4,14,Connecticut,-72.659,41.266,0,1,11.42,1.372,12.366,233.952,1090.467,7.998,52.023,Northeast,Cold,Cold,2012/4/14,105,10.584,1184.826,1.782,0.92,medium,7.998,22.57,22.268,2.909,52.023,447.87,85.983,0.49645
64763630,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2010,5,13,Connecticut,-72.92,41.331,38,1,12.051,-1.688,12.116,399.255,1305.511,9.7,56.226,Northeast,Cold,Cold,2010/5/13,133,10.789,1197.864,1.327,1.09,medium,9.7,26.696,23.559,-0.692,56.226,554.429,176.417,0.48458
64763631,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2010,5,31,Connecticut,-72.92,41.331,38,1,12.051,-1.688,12.116,399.255,1305.511,9.7,56.226,Northeast,Cold,Cold,2010/5/31,151,10.789,1197.864,1.327,1.09,medium,9.7,26.696,23.559,-0.692,56.226,554.429,176.417,0.48458
64763632,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2013,5,21,Connecticut,-72.905,41.406,64,1,8.916,-2.562,10.47,221.909,1204.516,9.395,65.465,Northeast,Cold,Cold,2013/5/21,141,9.943,1247.912,0.527,0.965,medium,9.395,26.363,22.194,-0.814,65.465,539.729,116.509,0.48458
64763633,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2013,5,10,Connecticut,-72.905,41.406,64,1,8.916,-2.562,10.47,221.909,1204.516,9.395,65.465,Northeast,Cold,Cold,2013/5/10,130,9.943,1247.912,0.527,0.965,medium,9.395,26.363,22.194,-0.814,65.465,539.729,116.509,0.48458
64763634,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2013,4,26,Connecticut,-72.905,41.406,64,1,8.916,-2.562,10.47,221.909,1204.516,9.395,65.465,Northeast,Cold,Cold,2013/4/26,116,9.943,1247.912,0.527,0.965,medium,9.395,26.363,22.194,-0.814,65.465,539.729,116.509,0.48458
64763635,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2011,5,9,Connecticut,-73.324,41.544,137,1,9.077,0.961,10.137,447.569,1735.474,9.653,61.035,Northeast,Cold,Cold,2011/5/9,129,9.306,1184.162,0.831,1.466,medium,9.653,28.454,21.093,-2.128,61.035,756.785,183.584,0.41885
64763636,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,4,17,Connecticut,-72.526,41.856,94,1,11.982,-0.595,11.804,211.515,1105.307,8.665,51.036,Northeast,Cold,Cold,2012/4/17,108,9.824,1142.279,1.98,0.968,medium,8.665,24.641,22.298,1.129,51.036,443.714,88.298,0.44922
64763638,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2016,3,21,Connecticut,-72.905,41.406,64,1,10.099,1.218,11.588,276.615,1048.59,9.069,40.052,Northeast,Cold,Cold,2016/3/21,81,9.943,1247.912,1.645,0.84,medium,9.069,24.822,22.71,0.319,40.052,381.894,133.776,0.48458
64763654,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2014,4,14,Connecticut,-72.473,41.287,32,1,7.939,-1.774,10.463,335.557,1222.203,9.223,31.362,Northeast,Cold,Cold,2014/4/14,104,10.369,1198.796,0.094,1.02,medium,9.223,25.582,21.03,-1.309,31.362,411.513,181.699,0.49645
64763655,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,16,Connecticut,-72.905,41.406,64,1,8.948,0.98,10.495,430.485,1529.306,9.515,43.889,Northeast,Cold,Cold,2019/4/16,106,9.943,1247.912,0.552,1.225,medium,9.515,26.078,22.118,-0.759,43.889,594.963,206.702,0.48458
64763656,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,9,Connecticut,-72.905,41.406,64,1,8.948,0.98,10.495,430.485,1529.306,9.515,43.889,Northeast,Cold,Cold,2019/4/9,99,9.943,1247.912,0.552,1.225,medium,9.515,26.078,22.118,-0.759,43.889,594.963,206.702,0.48458
64763676,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,2,Connecticut,-72.905,41.406,64,1,8.948,0.98,10.495,430.485,1529.306,9.515,43.889,Northeast,Cold,Cold,2019/4/2,92,9.943,1247.912,0.552,1.225,medium,9.515,26.078,22.118,-0.759,43.889,594.963,206.702,0.48458
64763677,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,5,14,Connecticut,-72.905,41.406,64,1,8.948,0.98,10.495,430.485,1529.306,9.515,43.889,Northeast,Cold,Cold,2019/5/14,134,9.943,1247.912,0.552,1.225,medium,9.515,26.078,22.118,-0.759,43.889,594.963,206.702,0.48458
64763678,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,23,Connecticut,-72.111,41.378,65,1,8.669,1.733,10.765,388.109,1608.359,9.121,44.692,Northeast,Cold,Cold,2019/4/23,113,10.167,1198.84,0.598,1.342,medium,9.121,24.921,22.005,0.074,44.692,616.308,199.612,0.49645
64763679,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,2,Connecticut,-72.92,41.331,38,1,9.95,2.201,11.661,439.39,1490.988,9.457,45.577,Northeast,Cold,Cold,2019/4/2,92,10.789,1197.864,0.872,1.245,medium,9.457,26.082,23.213,0.48,45.577,586.201,184.277,0.48458
64763680,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,4,15,Connecticut,-71.868,41.584,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/4/15,105,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763681,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,8,Connecticut,-72.907,41.407,64,1,9.257,-1.197,9.885,233.643,1221.02,9.264,44.917,Northeast,Cold,Cold,2009/5/8,128,9.943,1247.912,-0.058,0.978,medium,9.264,28.569,20.719,-2.263,44.917,493.899,165.07,0.48458
64763682,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,4,29,Connecticut,-72.907,41.407,64,1,9.257,-1.197,9.885,233.643,1221.02,9.264,44.917,Northeast,Cold,Cold,2009/4/29,119,9.943,1247.912,-0.058,0.978,medium,9.264,28.569,20.719,-2.263,44.917,493.899,165.07,0.48458
64763685,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2008,5,7,Connecticut,-72.907,41.407,64,1,9.01,-1.96,10.49,327.262,1495.629,8.967,45.164,Northeast,Cold,Cold,2008/5/7,128,9.943,1247.912,0.547,1.199,medium,8.967,24.482,21.73,-0.247,45.164,622.578,215.182,0.48458
64763688,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,2,Connecticut,-72.716,41.322,55,1,9.234,-0.574,10.323,247.211,1286.947,9.087,46.816,Northeast,Cold,Cold,2009/5/2,122,10.46,1213.856,-0.137,1.06,medium,9.087,27.955,21.08,-1.423,46.816,535.657,185.704,0.48458
64763691,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2008,5,14,Connecticut,-71.878,41.602,121,1,8.573,-1.784,10.104,335.596,1541.907,8.603,50.945,Northeast,Cold,Cold,2008/5/14,135,9.663,1169.603,0.441,1.318,medium,8.603,23.919,20.977,-0.125,50.945,665.814,192.085,0.46139
64763692,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,6,Connecticut,-72.907,41.407,64,1,9.257,-1.197,9.885,233.643,1221.02,9.264,44.917,Northeast,Cold,Cold,2009/5/6,126,9.943,1247.912,-0.058,0.978,medium,9.264,28.569,20.719,-2.263,44.917,493.899,165.07,0.48458
64763695,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,5,6,Connecticut,-72.11,41.379,65,1,8.669,1.733,10.765,388.109,1608.359,9.121,44.692,Northeast,Cold,Cold,2019/5/6,126,10.167,1198.84,0.598,1.342,medium,9.121,24.921,22.005,0.074,44.692,616.308,199.612,0.49645
64763698,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,5,14,Connecticut,-72.11,41.38,65,1,8.669,1.733,10.765,388.109,1608.359,9.121,44.692,Northeast,Cold,Cold,2019/5/14,134,10.167,1198.84,0.598,1.342,medium,9.121,24.921,22.005,0.074,44.692,616.308,199.612,0.49645
64763699,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,5,21,Connecticut,-72.111,41.378,65,1,8.669,1.733,10.765,388.109,1608.359,9.121,44.692,Northeast,Cold,Cold,2019/5/21,141,10.167,1198.84,0.598,1.342,medium,9.121,24.921,22.005,0.074,44.692,616.308,199.612,0.49645
64763700,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,5,21,Connecticut,-72.111,41.377,65,1,8.669,1.733,10.765,388.109,1608.359,9.121,44.692,Northeast,Cold,Cold,2019/5/21,141,10.167,1198.84,0.598,1.342,medium,9.121,24.921,22.005,0.074,44.692,616.308,199.612,0.49645
64763704,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,23,Connecticut,-72.905,41.406,64,1,8.948,0.98,10.495,430.485,1529.306,9.515,43.889,Northeast,Cold,Cold,2019/4/23,113,9.943,1247.912,0.552,1.225,medium,9.515,26.078,22.118,-0.759,43.889,594.963,206.702,0.48458
64763706,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,12,Connecticut,-71.868,41.585,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/5/12,132,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763708,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,20,Connecticut,-71.868,41.585,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/5/20,140,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763712,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,14,Connecticut,-71.868,41.585,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/5/14,134,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763717,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,6,Connecticut,-71.868,41.585,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/5/6,126,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763718,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,9,Connecticut,-71.868,41.585,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/5/9,129,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763723,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,19,Connecticut,-71.869,41.586,102,1,8.915,-1.158,9.593,304.049,1410.547,9.026,54.844,Northeast,Cold,Cold,2009/5/19,139,9.663,1169.603,-0.07,1.206,medium,9.026,28.004,20.124,-2.198,54.844,614.871,172.788,0.46139
64763724,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,4,20,Connecticut,-73.247,41.861,411,1,9.729,-2.809,9.568,239.321,1123.757,8.861,49.436,Northeast,Cold,Cold,2012/4/20,111,7.873,1240.718,1.695,0.906,medium,8.861,25.044,20.232,-1.358,49.436,429.471,87.794,0.4024
64763725,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2012,4,16,Connecticut,-72.903,41.408,64,1,11.661,-0.048,11.784,245.097,1140.789,8.419,42.563,Northeast,Cold,Cold,2012/4/16,107,9.943,1247.912,1.841,0.914,medium,8.419,23.979,22.066,1.571,42.563,402.871,99.347,0.48458
64763790,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2013,6,11,Connecticut,-72.661,41.851,38,1,9.427,-2.639,10.746,255.948,1331.072,9.702,64.599,Northeast,Cold,Cold,2013/6/11,162,10.179,1160.375,0.567,1.147,medium,9.702,27.573,22.801,-1.067,64.599,606.17,138.916,0.44922
64763791,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2019,4,24,Connecticut,-72.92,41.331,38,1,9.95,2.201,11.661,439.39,1490.988,9.457,45.577,Northeast,Cold,Cold,2019/4/24,114,10.789,1197.864,0.872,1.245,medium,9.457,26.082,23.213,0.48,45.577,586.201,184.277,0.48458
64763793,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,4,18,Connecticut,-72.727,41.326,70,1,9.234,-0.574,10.323,247.211,1286.947,9.087,46.816,Northeast,Cold,Cold,2009/4/18,108,10.46,1213.856,-0.137,1.06,medium,9.087,27.955,21.08,-1.423,46.816,535.657,185.704,0.48458
56471915,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2014,6,9,Maine,-67.588,44.648,31,1,3.375,-6.572,6.499,389.27,1709.401,9.38,50.779,Northeast,Cold,Cold,2014/6/9,160,6.211,1207.177,0.288,1.416,high,9.38,26.114,17.76,-5.416,50.779,692.964,211.541,0.45442
56471917,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2014,6,12,Maine,-67.491,44.667,26,1,3.307,-6.317,6.493,389.987,1733.319,9.212,52.17,Northeast,Cold,Cold,2014/6/12,163,6.24,1219.723,0.253,1.421,high,9.212,25.625,17.508,-5.251,52.17,715.264,212.414,0.45442
56471918,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,5,29,Maine,-69.145,44.263,97,1,4.755,-1.832,6.758,188.855,1298.641,11.15,56.582,Northeast,Cold,Cold,2015/5/29,149,7.069,1233.731,-0.311,1.053,high,11.15,33.526,19.423,-8.495,56.582,565.858,123.775,0.42059
56471922,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,5,27,Maine,-69.173,44.187,197,1,4.905,-1.373,7.007,190.805,1246.662,10.991,54.907,Northeast,Cold,Cold,2015/5/27,147,7.149,1244.959,-0.142,1.001,high,10.991,33.012,19.559,-8.06,54.907,534.981,117.458,0.42059
56471924,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,5,27,Maine,-69.321,44.172,51,1,5.389,-1.595,7.12,178.08,1175.005,11.023,60.04,Northeast,Cold,Cold,2015/5/27,147,7.317,1181.617,-0.197,0.994,high,11.023,32.854,19.595,-7.883,60.04,514.998,107.501,0.42059
56471926,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,7,Maine,-69.103,44.165,92,1,4.792,-0.682,7.08,185.668,1194.582,10.383,52.025,Northeast,Cold,Cold,2015/6/7,158,7.228,1237.79,-0.148,0.965,high,10.383,31.341,18.981,-7.217,52.025,503.71,123.417,0.42059
56471930,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2014,5,13,Maine,-68.663,44.898,37,1,3.502,-8.698,6.106,261.105,1276.761,10.748,45.51,Northeast,Cold,Cold,2014/5/13,133,6.453,1031.958,-0.347,1.237,high,10.748,29.658,18.785,-7.7,45.51,513.736,155.024,0.45288
56471931,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2014,6,6,Maine,-68.663,44.898,37,1,3.502,-8.698,6.106,261.105,1276.761,10.748,45.51,Northeast,Cold,Cold,2014/6/6,157,6.453,1031.958,-0.347,1.237,high,10.748,29.658,18.785,-7.7,45.51,513.736,155.024,0.45288
56471934,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-68.674,44.896,33,1,4.299,-2.907,5.878,176.174,1029.147,11.559,50.02,Northeast,Cold,Cold,2015/6/18,169,6.453,1031.958,-0.575,0.997,high,11.559,35.02,18.798,-9.873,50.02,455.77,152.246,0.45288
56471935,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-69.284,44.173,39,1,5.311,-1.56,7.09,182.56,1169.317,10.989,56.753,Northeast,Cold,Cold,2015/6/18,169,7.294,1196.04,-0.204,0.978,high,10.989,32.797,19.545,-7.895,56.753,502.425,113.791,0.42059
56471938,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2014,5,13,Maine,-68.669,44.898,33,1,3.502,-8.698,6.106,261.105,1276.761,10.748,45.51,Northeast,Cold,Cold,2014/5/13,133,6.453,1031.958,-0.347,1.237,high,10.748,29.658,18.785,-7.7,45.51,513.736,155.024,0.45288
56471939,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-69.258,44.262,42,1,5.026,-2.184,6.772,195.564,1208.548,11.369,57.676,Northeast,Cold,Cold,2015/6/18,169,7.061,1200.475,-0.289,1.007,high,11.369,33.936,19.602,-8.729,57.676,523.442,119.582,0.42059
56471940,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-69.258,44.263,42,1,5.026,-2.184,6.772,195.564,1208.548,11.369,57.676,Northeast,Cold,Cold,2015/6/18,169,7.061,1200.475,-0.289,1.007,high,11.369,33.936,19.602,-8.729,57.676,523.442,119.582,0.42059
56471941,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,17,Maine,-68.745,44.471,24,1,4.721,-1.951,6.605,180.251,1146.512,11.042,53.631,Northeast,Cold,Cold,2015/6/17,168,7.057,1149.595,-0.452,0.997,high,11.042,33.386,19.214,-8.346,53.631,501.81,129.022,0.4989
56471942,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-68.745,44.471,24,1,4.721,-1.951,6.605,180.251,1146.512,11.042,53.631,Northeast,Cold,Cold,2015/6/18,169,7.057,1149.595,-0.452,0.997,high,11.042,33.386,19.214,-8.346,53.631,501.81,129.022,0.4989
56471946,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-68.392,44.944,92,1,4.403,-3.161,5.898,178.86,1071.093,11.636,51.092,Northeast,Cold,Cold,2015/6/18,169,6.075,1079.02,-0.177,0.993,high,11.636,34.929,18.976,-9.82,51.092,475.409,159.555,0.4319
56471947,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,18,Maine,-68.389,44.943,92,1,4.403,-3.161,5.898,178.86,1071.093,11.636,51.092,Northeast,Cold,Cold,2015/6/18,169,6.075,1079.02,-0.177,0.993,high,11.636,34.929,18.976,-9.82,51.092,475.409,159.555,0.4319
56471948,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,7,Maine,-69.133,44.276,68,1,4.733,-2.094,6.644,193.959,1266.435,11.237,59.99,Northeast,Cold,Cold,2015/6/7,158,7.059,1211.327,-0.415,1.045,high,11.237,33.694,19.384,-8.672,59.99,566.181,126.448,0.42059
56471949,PreservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2015,6,7,Maine,-69.134,44.276,80,1,4.733,-2.094,6.644,193.959,1266.435,11.237,59.99,Northeast,Cold,Cold,2015/6/7,158,7.059,1211.327,-0.415,1.045,high,11.237,33.694,19.384,-8.672,59.99,566.181,126.448,0.42059
64872440,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2008,6,13,Vermont,-72.685,44.465,233,1,4.555,-8.018,6.176,221.71,1411.374,10.126,56.52,Northeast,Cold,Cold,2008/6/13,165,5.612,1067.329,0.564,1.322,high,10.126,26.418,18.517,-6.013,56.52,608.179,142.107,0.43225
64872441,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2007,5,21,Vermont,-72.563,42.829,154,1,6.135,-4.292,7.698,356.212,1145.951,10.314,33.826,Northeast,Cold,Cold,2007/5/21,141,7.551,1141.872,0.147,1.004,high,10.314,28.015,19.483,-5.043,33.826,408.036,179.183,0.40697
64872442,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2008,6,7,Vermont,-71.663,44.665,383,1,3.136,-9.706,4.956,245.726,1416.339,10.205,48.566,Northeast,Cold,Cold,2008/6/7,159,4.776,1040.359,0.18,1.361,high,10.205,26.714,17.341,-7.261,48.566,594.687,153.227,0.41283
64872446,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2007,5,29,Vermont,-72.218,44.051,228,1,4.221,-6.189,5.665,210.936,1248.531,10.936,42.381,Northeast,Cold,Cold,2007/5/29,149,5.61,965.054,0.055,1.294,high,10.936,29.161,18.017,-8.159,42.381,497.879,164.277,0.50339
64872448,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2011,6,21,Vermont,-73.284,44.883,34,1,6.989,-3.405,8.513,536.281,1324.483,10.964,60.067,Northeast,Cold,Cold,2011/6/21,172,7.182,870.028,1.331,1.522,high,10.964,30.724,20.954,-5.552,60.067,621.52,147.126,0.45643
64872449,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2010,5,20,Vermont,-72.872,44.958,156,1,8.783,-7.57,7.904,206.709,1269.901,10.406,49.288,Northeast,Cold,Cold,2010/5/20,140,6.214,1044.737,1.69,1.216,high,10.406,28.791,19.855,-5.953,49.288,539.751,149.644,0.45211
64872450,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,6,2,Vermont,-72.439,44.392,386,1,5.65,-5.611,5.92,261.68,1106.315,10.507,36.244,Northeast,Cold,Cold,2009/6/2,153,5.682,978.049,0.238,1.131,high,10.507,31.455,18.111,-8.093,36.244,410.228,173.555,0.45392
64872451,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2004,6,6,Vermont,-72.484,43.297,177,1,7.54,-5.414,7.104,253.478,1005.023,10.521,47.988,Northeast,Cold,Cold,2004/6/6,158,6.974,1044.067,0.13,0.963,high,10.521,30.877,18.675,-7.037,47.988,376.476,99.911,0.45256
64872452,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,5,21,Vermont,-72.439,44.392,386,1,5.65,-5.611,5.92,261.68,1106.315,10.507,36.244,Northeast,Cold,Cold,2009/5/21,141,5.682,978.049,0.238,1.131,high,10.507,31.455,18.111,-8.093,36.244,410.228,173.555,0.45392
64872453,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2005,6,1,Vermont,-72.932,43.582,504,1,4.936,-3.126,7.198,278.464,1334.027,10.314,51.954,Northeast,Cold,Cold,2005/6/1,152,6.594,1137.087,0.604,1.173,high,10.314,28.818,19.884,-5.682,51.954,544.31,199.516,0.36879
64872455,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2009,6,6,Vermont,-73.334,44.856,45,1,7.022,-4.561,7.485,198.962,854.939,10.64,35.754,Northeast,Cold,Cold,2009/6/6,157,7.099,850.885,0.386,1.005,high,10.64,32.187,19.815,-6.538,35.754,313.86,155.644,0.44472
64872457,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2007,5,10,Vermont,-73.251,44.228,35,1,5.801,-4.417,7.527,233.637,960.863,11.113,38.5,Northeast,Cold,Cold,2007/5/10,130,7.499,870.425,0.028,1.104,high,11.113,30.172,20.233,-6.415,38.5,349.019,132.248,0.45147
64872458,preservedSpecimen,Hymenoptera,Andrenidae,Andrena ,Andrena_carlini,Generalist,2008,5,7,Vermont,-72.498,44.189,204,1,4.918,-7.852,6.652,221.908,1331.47,10.293,48.837,Northeast,Cold,Cold,2008/5/7,128,5.923,906.755,0.729,1.468,high,10.293,26.736,19.19,-5.788,48.837,520.823,135.374,0.46043
